timestamp,open,high,low,close,volume
2026-03-06 22:45:00,68344.60,68406.60,68270.10,68291.20,568.810
2026-03-06 23:00:00,68291.20,68313.00,68207.10,68292.50,859.900
2026-03-06 23:15:00,68292.50,68343.40,68268.40,68322.90,407.924
2026-03-06 23:30:00,68322.80,68322.80,68125.80,68210.00,1035.794
2026-03-06 23:45:00,68209.80,68209.80,68059.70,68083.00,614.427
2026-03-07 00:00:00,68083.00,68239.50,68078.20,68184.00,1046.142
2026-03-07 00:15:00,68184.00,68226.40,68075.30,68182.10,847.551
2026-03-07 00:30:00,68182.10,68372.30,68176.00,68258.40,1535.620
2026-03-07 00:45:00,68258.40,68326.30,68243.20,68243.20,517.874
2026-03-07 01:00:00,68243.10,68332.00,68163.40,68200.20,713.653
2026-03-07 01:15:00,68200.10,68234.70,68140.00,68202.70,600.318
2026-03-07 01:30:00,68202.60,68254.80,68157.60,68254.80,434.629
2026-03-07 01:45:00,68254.70,68306.20,68219.80,68222.20,416.939
2026-03-07 02:00:00,68222.20,68273.40,68176.70,68198.20,652.373
2026-03-07 02:15:00,68198.10,68235.30,68066.00,68078.00,878.640
2026-03-07 02:30:00,68078.00,68166.80,68018.70,68134.80,1008.465
2026-03-07 02:45:00,68134.90,68346.60,68131.40,68320.10,771.618
2026-03-07 03:00:00,68320.00,68524.90,68301.60,68487.40,1834.995
2026-03-07 03:15:00,68487.40,68487.40,68200.00,68202.70,1407.897
2026-03-07 03:30:00,68202.70,68242.50,68136.00,68142.90,670.625
2026-03-07 03:45:00,68142.90,68191.60,68063.00,68063.20,837.320
2026-03-07 04:00:00,68063.30,68089.20,67764.10,67920.40,2812.748
2026-03-07 04:15:00,67920.30,68034.90,67911.10,67994.80,753.440
2026-03-07 04:30:00,67994.90,68130.70,67935.20,68106.30,617.018
2026-03-07 04:45:00,68106.40,68106.40,68021.60,68028.00,429.435
2026-03-07 05:00:00,68028.00,68111.20,67925.80,67978.30,959.224
2026-03-07 05:15:00,67978.30,68018.00,67867.40,67990.50,1013.342
2026-03-07 05:30:00,67990.30,68075.60,67919.00,68053.70,619.301
2026-03-07 05:45:00,68053.80,68088.40,67950.00,67990.10,512.918
2026-03-07 06:00:00,67990.00,67998.00,67910.40,67921.70,529.747
2026-03-07 06:15:00,67921.60,67966.00,67820.70,67841.00,793.866
2026-03-07 06:30:00,67841.00,67910.00,67731.00,67903.70,1183.775
2026-03-07 06:45:00,67903.70,67926.50,67570.30,67665.70,2707.132
2026-03-07 07:00:00,67665.90,67683.20,67411.00,67602.60,3841.807
2026-03-07 07:15:00,67602.60,67740.10,67575.10,67700.00,1049.564
2026-03-07 07:30:00,67700.00,67767.00,67624.40,67765.60,1298.010
2026-03-07 07:45:00,67765.50,67837.40,67734.70,67809.40,1132.434
2026-03-07 08:00:00,67809.50,67851.50,67735.90,67843.50,683.400
2026-03-07 08:15:00,67843.50,68035.30,67840.30,67908.10,1856.546
2026-03-07 08:30:00,67908.20,67984.20,67846.50,67860.80,753.149
2026-03-07 08:45:00,67860.80,67892.00,67675.00,67767.60,911.651
2026-03-07 09:00:00,67767.60,67945.50,67700.00,67943.00,708.631
2026-03-07 09:15:00,67943.00,68045.30,67896.70,67933.40,964.307
2026-03-07 09:30:00,67933.30,68007.00,67904.70,67939.20,550.560
2026-03-07 09:45:00,67939.20,68007.80,67934.30,67970.50,403.992
2026-03-07 10:00:00,67970.50,68078.00,67933.80,68055.10,768.306
2026-03-07 10:15:00,68055.00,68055.10,67872.10,67948.50,761.605
2026-03-07 10:30:00,67948.50,67982.40,67877.50,67911.50,404.219
2026-03-07 10:45:00,67911.60,67959.80,67835.10,67851.60,489.705
2026-03-07 11:00:00,67851.70,68182.10,67808.40,68159.90,1410.229
2026-03-07 11:15:00,68160.00,68215.60,68057.80,68114.90,1915.655
2026-03-07 11:30:00,68114.90,68132.70,68013.70,68106.00,715.074
2026-03-07 11:45:00,68106.00,68106.10,67971.10,67975.90,542.059
2026-03-07 12:00:00,67976.00,68050.60,67914.90,67964.90,613.244
2026-03-07 12:15:00,67964.80,68035.00,67942.80,67989.90,520.176
2026-03-07 12:30:00,67990.00,68007.40,67873.80,67895.30,660.525
2026-03-07 12:45:00,67895.40,67996.50,67855.20,67954.60,447.517
2026-03-07 13:00:00,67954.60,68032.90,67901.00,68000.00,613.533
2026-03-07 13:15:00,68000.10,68042.30,67922.50,67950.00,901.451
2026-03-07 13:30:00,67950.00,68009.10,67810.00,67845.80,990.051
