timestamp,open,high,low,close,volume
2026-03-06 23:00:00,1986.37,1986.63,1975.77,1977.66,57502.342
2026-03-07 00:00:00,1977.66,1982.43,1975.76,1980.07,41328.700
2026-03-07 01:00:00,1980.07,1982.59,1975.14,1979.40,49488.212
2026-03-07 02:00:00,1979.41,1983.78,1971.40,1982.45,87711.492
2026-03-07 03:00:00,1982.46,1995.74,1978.70,1979.14,163432.856
2026-03-07 04:00:00,1979.15,1979.36,1961.66,1974.39,166031.655
2026-03-07 05:00:00,1974.39,1978.92,1971.02,1977.75,44071.234
2026-03-07 06:00:00,1977.76,1977.76,1967.78,1970.97,67230.762
2026-03-07 07:00:00,1970.96,1983.89,1966.01,1982.19,109555.233
2026-03-07 08:00:00,1982.18,1986.83,1973.84,1976.68,122576.524
2026-03-07 09:00:00,1976.67,1988.47,1974.01,1985.29,80951.097
2026-03-07 10:00:00,1985.30,1987.99,1981.98,1983.01,50123.722
2026-03-07 11:00:00,1983.01,1993.83,1981.02,1987.51,107468.870
2026-03-07 12:00:00,1987.52,1989.85,1978.40,1981.40,73461.709
2026-03-07 13:00:00,1981.40,1983.06,1976.63,1980.81,59595.925
2026-03-07 14:00:00,1980.80,1989.38,1969.20,1985.91,161991.197
2026-03-07 15:00:00,1985.91,1986.67,1975.00,1980.19,94050.450
2026-03-07 16:00:00,1980.19,1980.19,1973.50,1976.27,57677.905
2026-03-07 17:00:00,1976.26,1982.81,1974.88,1976.56,44386.212
2026-03-07 18:00:00,1976.56,1976.56,1964.44,1970.28,111067.849
2026-03-07 19:00:00,1970.29,1970.29,1946.87,1954.01,240199.487
2026-03-07 20:00:00,1954.01,1967.70,1953.64,1965.26,85585.539
2026-03-07 21:00:00,1965.26,1970.85,1962.60,1969.41,58445.762
2026-03-07 22:00:00,1969.41,1970.00,1957.31,1965.48,51314.319
2026-03-07 23:00:00,1965.48,1973.15,1964.25,1968.39,49916.372
2026-03-08 00:00:00,1968.39,1976.33,1965.49,1967.93,68150.968
