timestamp,open,high,low,close,volume
2026-03-06 23:00:00,68291.20,68343.40,68059.70,68083.00,2918.045
2026-03-07 00:00:00,68083.00,68372.30,68075.30,68243.20,3947.187
2026-03-07 01:00:00,68243.10,68332.00,68140.00,68222.20,2165.539
2026-03-07 02:00:00,68222.20,68346.60,68018.70,68320.10,3311.096
2026-03-07 03:00:00,68320.00,68524.90,68063.00,68063.20,4750.837
2026-03-07 04:00:00,68063.30,68130.70,67764.10,68028.00,4612.641
2026-03-07 05:00:00,68028.00,68111.20,67867.40,67990.10,3104.785
2026-03-07 06:00:00,67990.00,67998.00,67570.30,67665.70,5214.520
2026-03-07 07:00:00,67665.90,67837.40,67411.00,67809.40,7321.815
2026-03-07 08:00:00,67809.50,68035.30,67675.00,67767.60,4204.746
2026-03-07 09:00:00,67767.60,68045.30,67700.00,67970.50,2627.490
2026-03-07 10:00:00,67970.50,68078.00,67835.10,67851.60,2423.835
2026-03-07 11:00:00,67851.70,68215.60,67808.40,67975.90,4583.017
2026-03-07 12:00:00,67976.00,68050.60,67855.20,67954.60,2241.462
2026-03-07 13:00:00,67954.60,68042.30,67810.00,67891.30,2874.732
2026-03-07 14:00:00,67891.20,68061.10,67568.40,67980.10,5505.818
2026-03-07 15:00:00,67980.10,68000.00,67732.10,67844.80,2756.401
2026-03-07 16:00:00,67844.80,67859.10,67663.30,67757.50,2484.100
2026-03-07 17:00:00,67757.60,67913.60,67728.10,67749.70,1634.560
2026-03-07 18:00:00,67749.70,67749.80,67400.00,67530.80,5378.419
2026-03-07 19:00:00,67530.80,67537.40,66850.10,67042.60,10028.411
2026-03-07 20:00:00,67042.60,67397.50,67028.00,67354.40,4183.176
2026-03-07 21:00:00,67354.40,67445.90,67233.50,67416.40,2984.912
2026-03-07 22:00:00,67416.30,67434.30,67058.00,67220.00,3495.084
2026-03-07 23:00:00,67220.00,67373.90,67137.40,67232.10,2735.579
2026-03-08 00:00:00,67232.10,67459.00,67138.00,67161.00,3238.005
2026-03-08 01:00:00,67161.00,67329.70,67055.30,67266.30,3186.835
2026-03-08 02:00:00,67266.20,67399.80,66720.80,66894.80,6471.532
2026-03-08 03:00:00,66894.90,67060.50,66804.00,66974.90,3989.017
