timestamp,funding_rate
2024-01-01 00:00:00,5.696561251943934e-05
2024-01-01 08:00:00,0.00014033474530353177
2024-01-01 16:00:00,8.723604711001575e-05
2024-01-02 00:00:00,-8.361646761978375e-05
2024-01-02 08:00:00,7.848030152102658e-05
2024-01-02 16:00:00,-9.076108840616484e-07
2024-01-03 00:00:00,0.00012043595522438488
2024-01-03 08:00:00,4.327511226691641e-05
2024-01-03 16:00:00,0.00019353353595755039
2024-01-04 00:00:00,-1.5552767217505987e-05
2024-01-04 08:00:00,5.5415538295206204e-05
2024-01-04 16:00:00,0.00011777433849461027
2024-01-05 00:00:00,3.037658517035692e-06
2024-01-05 08:00:00,4.169251573023855e-05
2024-01-05 16:00:00,-9.228048499598565e-05
2024-01-06 00:00:00,0.0002068704650639477
2024-01-06 08:00:00,-4.573386485031971e-05
2024-01-06 16:00:00,8.673123639740855e-05
2024-01-07 00:00:00,0.00013112633318295374
2024-01-07 08:00:00,-8.150015499480592e-05
2024-01-07 16:00:00,-5.026257315980862e-06
2024-01-08 00:00:00,0.00020640297046052033
2024-01-08 08:00:00,0.00015282614651647105
2024-01-08 16:00:00,0.00011363973907919777
2024-01-09 00:00:00,-1.1474807258069722e-05
2024-01-09 08:00:00,4.169735059842131e-05
2024-01-09 16:00:00,-3.926887777604225e-05
2024-01-10 00:00:00,0.0002826640214336546
2024-01-10 08:00:00,6.801517956626445e-05
2024-01-10 16:00:00,2.84365480770594e-05
2024-01-11 00:00:00,0.00013614904848985565
2024-01-11 08:00:00,0.00017543576793896995
2024-01-11 16:00:00,8.70818178241182e-05
2024-01-12 00:00:00,0.00027748955141933057
2024-01-12 08:00:00,0.00014943238947429392
2024-01-12 16:00:00,0.00013916459516150162
2024-01-13 00:00:00,0.0002928546703411545
2024-01-13 08:00:00,0.0001852638897665969
2024-01-13 16:00:00,-8.537303390310181e-05
2024-01-14 00:00:00,0.0001922646351401947
2024-01-14 08:00:00,0.00010580751492090446
2024-01-14 16:00:00,0.00014611643506607985
2024-01-15 00:00:00,0.00022511746003192764
2024-01-15 08:00:00,0.00019834616325184917
2024-01-15 16:00:00,0.00020144215703826886
2024-01-16 00:00:00,-5.988873527210435e-05
2024-01-16 08:00:00,-9.935251954848905e-05
2024-01-16 16:00:00,8.088075020123827e-05
2024-01-17 00:00:00,-3.3289904769837053e-05
2024-01-17 08:00:00,0.0002455298895785166
2024-01-17 16:00:00,0.0002201919689243982
2024-01-18 00:00:00,0.00020078442515724754
2024-01-18 08:00:00,5.4991329219728806e-05
2024-01-18 16:00:00,0.00029969010229083593
2024-01-19 00:00:00,0.00016131229288251283
2024-01-19 08:00:00,0.0002279521823445807
2024-01-19 16:00:00,5.151841723183258e-05
2024-01-20 00:00:00,0.0002134256626497769
2024-01-20 08:00:00,8.039194093390895e-05
2024-01-20 16:00:00,-8.24983520049619e-05
2024-01-21 00:00:00,2.4943215104937573e-05
2024-01-21 08:00:00,0.0002971347273500937
2024-01-21 16:00:00,-1.776114174022868e-05
2024-01-22 00:00:00,0.00022593099322935342
2024-01-22 08:00:00,0.0002809067569699004
2024-01-22 16:00:00,0.0002441665916909524
2024-01-23 00:00:00,0.0001454013562862534
2024-01-23 08:00:00,4.65934025284451e-05
2024-01-23 16:00:00,3.780656448734724e-05
2024-01-24 00:00:00,-1.5342435434894877e-05
2024-01-24 08:00:00,-5.591452093787069e-05
2024-01-24 16:00:00,0.00015287864429277794
2024-01-25 00:00:00,0.00011739039714182173
2024-01-25 08:00:00,0.00020030948710951556
2024-01-25 16:00:00,0.0001624532955225311
2024-01-26 00:00:00,0.00011115808505693122
2024-01-26 08:00:00,0.00028408681406986676
2024-01-26 16:00:00,0.00015625399313672517
2024-01-27 00:00:00,0.00020053290590455396
2024-01-27 08:00:00,0.0002888133487827088
2024-01-27 16:00:00,-4.826639839777585e-05
2024-01-28 00:00:00,0.00010910304512472229
2024-01-28 08:00:00,0.0001871647477678668
2024-01-28 16:00:00,-7.986020663054348e-05
2024-01-29 00:00:00,0.0002503038969642519
2024-01-29 08:00:00,0.00016680179128349414
2024-01-29 16:00:00,-8.246828869844124e-05
2024-01-30 00:00:00,1.7004900927339338e-06
2024-01-30 08:00:00,7.5287735652678e-05
2024-01-30 16:00:00,0.00019600529452661264
