timestamp,direction,entry_price,exit_price,net_pnl,active_balance
2025-11-12 17:10:00,-1,101781.57,101536.84,0.061129454740022765,5.0489035637920185
2025-11-12 18:45:00,-1,101684.03,101464.25,0.07276145649502448,5.107112728988038
2025-11-12 21:30:00,1,101715.78,101864.53,0.07542653858511815,5.167453959856132
2025-11-12 22:50:00,1,101469.1,101921.68,0.6450155855884037,5.683466428326855
2025-11-12 23:45:00,1,101691.07,101583.34,-0.13003392067812847,5.5534325076487265
2025-11-13 03:15:00,1,102048.32,101722.0,-0.32534115646998985,5.228091351178737
2025-11-13 04:45:00,1,101961.99,101954.07,-0.01724486704703254,5.210846484131705
2025-11-13 08:40:00,1,103546.69,103794.32,0.12839190610504062,5.313560009015737
2025-11-13 10:10:00,-1,103029.78,102816.39,0.07062415478394368,5.370059332842892
2025-11-13 11:30:00,-1,103083.23,102773.86,0.18239332829528468,5.51597399547912
2025-11-13 12:40:00,-1,102990.18,103178.44,-0.23203595931204776,5.283938036167073
2025-11-13 13:15:00,1,103116.77,102939.79,-0.17277879510784605,5.111159241059227
2025-11-13 13:55:00,-1,102576.15,102326.48,0.11890662648201908,5.206284542244842
2025-11-13 16:35:00,-1,101348.27,101020.01,0.09176601659765839,5.279697355522969
2025-11-13 22:00:00,-1,98619.99,98900.01,-0.09844332163919985,5.181254033883769
2025-11-14 00:20:00,1,99795.29,99309.91,-0.225627418965842,4.955626614917927
2025-11-14 04:00:00,-1,99139.38,98985.39,0.057556810816685205,5.0016720635712755
2025-11-14 05:05:00,-1,97940.0,97584.23,0.06502867738907896,5.053695005482538
2025-11-14 06:00:00,-1,97526.43,97238.56,0.05447747194812258,5.097276983041036
2025-11-14 14:35:00,-1,95298.0,96308.18,-0.2836338257653291,4.813643157275707
2025-11-14 17:50:00,1,96948.07,96002.03,-0.3410617203381321,4.472581436937575
2025-11-14 20:20:00,-1,95568.01,95147.12,0.0929758011195981,4.546962077833253
2025-11-14 22:25:00,-1,94723.19,95282.98,-0.16202936208574392,4.384932715747509
2025-11-15 00:00:00,-1,94628.29,94983.67,-0.08325452309651447,4.301678192650995
2025-11-15 01:00:00,1,95013.34,94842.13,-0.054327840889105326,4.247350351761889
2025-11-15 05:35:00,1,96049.22,96024.56,-0.022143542050868804,4.22520680971102
2025-11-15 10:40:00,-1,95914.72,96052.48,-0.08720573248095274,4.138001077230068
2025-11-15 21:35:00,-1,95516.73,95371.45,0.047945133856820824,4.176357184315524
2025-11-16 03:15:00,1,95780.76,95868.0,0.019464617771975147,4.191928878533104
2025-11-16 05:05:00,1,95785.99,95956.32,0.07379505801223886,4.250964924942895
2025-11-16 07:10:00,1,95786.66,95854.91,0.026511016612473376,4.272173738232874
2025-11-16 08:25:00,1,95958.93,95869.42,-0.08444517150259503,4.1877285667302795
2025-11-16 10:50:00,1,96436.78,96482.02,0.0032324393836377953,4.19031451823719
2025-11-16 11:20:00,1,96294.22,95737.42,-0.4064077861365135,3.7839067321006765
2025-11-16 15:00:00,-1,95520.52,95347.66,0.05007699930915899,3.8239683315480035
2025-11-16 15:45:00,-1,95543.56,95257.81,0.11603084616287761,3.916793008478306
2025-11-16 18:15:00,-1,95184.0,95085.13,0.01173848413243493,3.9261837957842536
2025-11-16 18:40:00,1,94828.12,94161.84,-0.11972760080841045,3.8064561949758433
2025-11-16 20:35:00,-1,94487.61,94417.39,0.005336190735545946,3.81072514756428
2025-11-16 22:55:00,-1,93831.36,94183.36,-0.08636548096296204,3.724359666601318
2025-11-17 01:25:00,1,94937.9,95147.59,0.02966542448267629,3.7480920061874587
2025-11-17 02:10:00,1,94907.06,95314.11,0.08608348495961571,3.8169587941551515
2025-11-17 03:50:00,1,95221.65,95439.46,0.06299429340644669,3.8673542288803087
2025-11-17 04:50:00,1,95152.45,95179.61,-0.003506715562288952,3.86384751331802
2025-11-17 07:00:00,-1,95282.36,95218.21,0.010350122338661888,3.8721276111889495
2025-11-17 10:10:00,1,95765.76,95825.29,0.009030526052813233,3.8793520320312003
2025-11-17 11:30:00,1,95635.72,95882.78,0.09706346070976452,3.957002800599012
2025-11-17 14:40:00,-1,95550.12,95145.38,0.052714223325670544,3.9991741792595485
2025-11-17 16:50:00,-1,93538.13,94332.76,-0.14329785798896502,3.8558763212705833
2025-11-17 18:55:00,-1,92700.4,92549.01,0.020762510134328768,3.8724863293780465
2025-11-17 22:25:00,-1,92142.0,92172.75,-0.011372905683604845,3.8611134236944418
2025-11-17 23:25:00,1,92080.23,91884.37,-0.06140284501306547,3.7997105786813763
2025-11-18 04:10:00,-1,90842.72,90295.93,0.07537898985626316,3.8600137705663866
2025-11-18 06:35:00,-1,90269.24,89615.89,0.10795436862587246,3.946377265467085
2025-11-18 07:00:00,-1,89651.3,89442.0,0.051958508142559874,3.9879440719811328
2025-11-18 07:50:00,-1,90270.0,90446.82,-0.0533894865578746,3.934554585423258
2025-11-18 09:10:00,1,91067.95,91173.39,0.01864435457509265,3.949470069083332
2025-11-18 12:25:00,1,91327.24,91222.71,-0.052412673802979946,3.897057395280352
2025-11-18 18:45:00,1,93412.65,93606.74,0.04186974790437348,3.930553193603851
2025-11-18 19:40:00,1,93263.56,93200.68,-0.03267520606631086,3.89787798753754
2025-11-18 21:30:00,-1,93003.41,92664.7,0.09444890117440519,3.9734371084770643
2025-11-18 22:35:00,-1,92836.04,93243.96,-0.17393596542647602,3.7995011430505885
2025-11-18 23:45:00,-1,92962.0,92766.01,0.0642455488139915,3.8508975821017817
2025-11-19 02:05:00,-1,92431.0,92662.62,-0.06443324184783568,3.786464340253946
2025-11-19 07:15:00,-1,90578.01,91200.0,-0.1547617517655264,3.6317025884884195
2025-11-19 09:10:00,1,91600.0,91349.76,-0.08449645056706019,3.5472061379213593
2025-11-19 10:30:00,1,91414.5,91419.42,-0.010027145775422188,3.537178992145937
